survived,pclass,sex,age,sibsp,parch,fare,embarked
1,1,male,10.293455035804254,0,0,91.72975472049221,S
0,3,male,44.886071648069496,0,1,11.377173789839395,S
1,3,male,9.433550634783145,1,0,19.066059096794557,S
0,3,male,20.090829578848673,1,0,12.19549972872834,C
1,1,male,57.58271981396537,0,0,35.824157225504564,S
1,3,female,28.39361284063144,0,2,14.78470078177012,S
0,2,male,28.39361284063144,0,1,48.46807929379146,S
0,3,male,28.39361284063144,4,1,9.403849139260743,S
0,2,male,22.025551552851546,0,0,34.346249722998934,Q
0,3,male,30.762492061492598,0,0,19.565591280933226,C
0,3,male,30.244086868924178,0,0,5.799887973604974,S
0,3,male,28.382371520423536,0,1,24.98148252187747,Q
1,1,female,29.252928545779326,0,1,15.722869207085125,S
1,3,female,26.591560909275845,0,0,15.272414489732503,S
0,1,male,8.791308333219813,1,1,97.15372765174813,S
1,3,female,22.210594238667923,2,0,0.0,C
0,1,male,42.962048782809276,1,0,133.68574041644428,S
0,1,male,9.859152685508796,1,2,111.34249322123517,S
1,3,female,26.95144508268046,1,0,15.410953821621392,S
0,2,male,17.81356803282276,0,0,50.31290391151805,S
0,3,male,31.314581226272615,1,0,21.261290561155533,Q
1,1,female,24.064818874531134,0,0,1.1085767901031716,S
0,1,male,28.39361284063144,1,0,0.0,S
0,3,male,37.04545573575868,1,0,19.190707129218126,S
0,3,male,10.678854096230435,0,0,31.608811400323038,S
0,3,male,39.43280616839863,0,0,19.223275428545975,S
0,3,male,18.467548084200086,0,0,33.646355198830875,S
0,3,male,21.333552615025763,0,0,23.01078840237656,C
1,3,female,34.25037579155327,0,1,0.0,C
0,1,male,28.39361284063144,0,1,47.63637992624971,C
1,3,female,42.64640933668285,0,0,8.256558915227812,S
1,3,female,18.469604108055766,0,0,28.955440152017353,S
0,1,male,20.72527498742523,0,0,58.101936615633164,S
1,1,female,20.18262204355242,2,0,59.795104417707755,S
1,1,female,21.498238148851936,1,2,192.64387148150388,C
0,1,male,45.63827755544329,0,0,0.07786594970305316,S
0,3,male,38.81754625734939,1,1,11.468094546055946,S
0,3,male,28.39361284063144,1,0,29.790031115898884,S
0,3,male,62.58084095653919,1,1,18.38668167417009,S
0,1,male,14.754603036981072,0,0,100.41371798962862,S
1,1,female,30.72107734624569,0,0,104.86393920493374,S
1,3,female,12.645095408670223,1,0,13.144273202113748,S
0,3,male,18.424714047650127,1,0,18.10551635058296,S
0,1,male,20.563803601292793,1,1,134.99877790402374,S
0,3,male,14.371254324995022,1,1,23.611572137178506,C
0,3,male,14.447634542973,0,1,10.340957548625454,S
0,1,male,28.39361284063144,0,0,34.6418603575712,S
0,3,male,28.39361284063144,0,0,25.81226764414992,S
0,3,female,41.910840907495675,0,0,0.0,S
1,2,female,16.392573707446044,0,1,0.6796534587741903,C
1,3,female,70.43875006639769,0,1,10.661151740064467,S
0,3,male,23.15492546101627,0,0,4.876818754463786,Q
1,1,female,30.744255807797256,0,0,81.68526715999873,C
0,2,male,10.917552825242488,1,1,17.778093296437074,S
0,3,female,54.43833049285077,2,0,24.39143831484181,S
0,3,male,45.93275987164228,1,1,12.648869690933713,S
0,2,male,34.00528012567363,1,0,2.4311186473091766,S
0,3,male,28.39361284063144,0,0,22.680678984458442,S
0,2,male,32.75466972700699,0,0,14.619849848232853,S
0,3,male,13.439249832749802,0,0,7.06919448011792,S
1,1,female,50.90415132036373,2,0,183.21617657890772,S
1,2,male,28.39361284063144,2,0,28.758260791150423,S
0,3,female,31.08386605807217,1,0,13.578531862873094,S
1,1,female,0.4,0,0,158.3045016328158,Q
0,3,male,15.440468309444055,0,0,0.0,S
0,3,male,28.39361284063144,1,0,22.318314520963796,S
0,2,male,28.39361284063144,0,0,23.032334925558175,Q
0,3,male,45.782962266635906,0,0,17.30387755655982,S
1,2,female,6.615811467498897,0,0,20.117929778285124,S
0,3,male,34.072508448787104,0,0,0.9107552314651493,S
0,3,female,44.42497063900248,2,2,13.54862619487155,S
1,1,male,5.654134299057443,0,0,125.74704297417696,C
0,3,male,29.585384527088074,0,0,17.797428756279608,S
0,3,male,28.39361284063144,0,1,26.391599984204348,S
0,1,male,28.39361284063144,0,0,97.93688544716605,S
0,2,male,2.8436530966825764,1,0,37.983725506516535,S
1,2,female,24.977377403930934,0,0,34.91438444869094,S
1,1,female,24.95407126130215,0,0,47.98073972795153,C
1,1,female,27.552950134057564,0,2,37.773316071909456,S
0,3,female,21.52966433133649,0,0,18.184493689849223,S
0,3,male,23.276323777998723,3,0,17.448170778897882,S
0,3,male,29.12425890596882,1,0,19.823526073671225,Q
0,3,male,36.11559177206081,0,0,19.612805264012167,S
1,3,female,28.39361284063144,0,0,4.180276943843488,S
0,3,male,23.760090538663974,0,2,23.902664977049433,S
1,3,female,31.03913355468964,0,0,25.667831621902383,C
1,3,female,1.8467190745198678,0,0,15.860828936902982,S
0,3,male,36.61700934478364,0,0,0.0,C
0,3,male,29.691835091717095,1,0,12.852542939999093,S
0,3,male,30.275556135664647,0,0,15.944058769405684,Q
0,3,male,28.39361284063144,0,0,2.5539976221318277,C
0,2,male,28.39361284063144,1,1,33.51345694980618,S
1,1,female,1.0794088870450267,0,0,133.08053559812987,S
0,3,male,33.67015575719103,0,0,20.07292224986444,S
1,3,female,29.59680560063652,0,1,15.659553149020512,S
1,1,male,32.16756567628302,0,0,94.34407188644704,S
1,3,female,22.99915740999954,2,0,17.514648615819805,S
1,3,female,28.39361284063144,0,0,13.434910526097088,Q
0,1,male,43.22326322337124,1,1,0.0,S
0,3,male,36.71774326229714,0,1,10.084675662445722,S
0,1,male,25.917987353133544,1,0,47.246218404998615,S
0,3,male,28.39361284063144,0,0,6.291553735421932,S
1,1,male,40.853925016538355,0,0,162.87100566067375,S
0,3,male,47.41506566015509,0,0,14.18825096581047,S
0,3,male,39.04609697376771,0,0,15.47958465424792,S
0,3,male,16.945184803171152,0,0,12.092801221918972,Q
0,3,male,39.47001870818249,0,2,9.76680451003481,S
1,3,female,42.17768076544096,1,0,10.485967319945182,Q
0,1,male,52.30283559308674,0,1,38.516878604918254,S
0,1,male,16.996406098694614,0,1,83.73443952478645,S
1,2,female,26.41640852410999,1,1,9.056740038707792,S
0,3,male,40.5354447415801,1,0,46.938541083681486,S
1,3,female,28.39361284063144,0,0,18.210133024605526,C
0,3,male,13.498749770256516,0,0,0.2001933409630432,S
1,1,female,35.71193613288719,0,2,76.63935782347313,S
1,3,female,38.09059369031991,2,0,4.899611107988523,C
0,2,male,30.975461996799527,1,0,35.10218694301357,S
1,3,female,28.39361284063144,0,0,11.890377206293186,C
0,1,male,25.948764425556913,0,0,66.1842639339297,S
0,3,female,51.13504456788286,0,1,30.09164968827583,Q
0,2,male,16.63996333616619,1,0,4.755979956562054,S
0,3,male,21.183848939925205,0,0,23.729894374492076,S
0,3,male,28.39361284063144,0,0,18.349196795199465,S
1,1,female,42.44483340166294,0,0,84.2927653644909,S
0,3,male,7.988089033629215,0,0,20.11354420258208,Q
0,3,male,10.700697128401131,1,0,26.092153926844606,S
0,1,male,0.4,0,0,100.89095994203319,S
1,3,female,30.174080766172427,0,0,32.01642604346506,S
1,1,female,28.39361284063144,0,1,49.67772080664342,Q
0,1,male,24.124023404740207,0,0,88.1685352480394,S
0,3,male,28.39361284063144,2,0,16.51486531017818,C
0,2,male,20.397630548648724,1,1,36.83941466741634,S
0,3,male,28.39361284063144,1,0,1.4876121440500842,Q
1,1,female,25.35960033760003,1,0,70.20696062022249,S
0,3,male,39.44565756889833,0,0,16.211864853411672,S
0,3,male,36.58935697654613,0,0,9.839148787334713,S
0,3,male,19.666961405468154,0,1,17.376770187046947,S
0,1,male,27.254549575693435,0,0,47.227667840388065,Q
1,1,female,28.39361284063144,1,0,104.86474058169118,Q
0,1,male,35.403964618684405,0,1,168.01426356164902,S
0,3,male,9.444050162608594,0,1,15.671532875848413,Q
1,1,male,28.39361284063144,0,1,15.148128330104868,S
0,3,male,13.973145974674546,1,0,31.907227386811705,S
0,3,male,50.18143951443459,0,0,12.581090014288568,S
1,1,male,44.54943317769486,0,1,69.2868112946608,S
1,1,female,28.39361284063144,0,0,172.2425497819445,S
0,2,male,31.979876229824804,0,0,29.71417465463251,S
0,3,female,26.66903228760241,1,0,29.440580480005238,S
1,3,female,39.538597295300406,0,0,27.860443203860797,C
0,3,male,24.323716542800106,0,0,18.443934035776707,C
1,3,female,28.39361284063144,2,1,12.924998455692746,S
0,3,male,42.34304831453204,0,0,20.19117985013753,S
0,3,male,21.553805118878948,0,0,14.737969817693727,C
0,3,male,20.765205270134928,1,0,12.09777081676901,S
0,3,male,12.381700529495344,0,1,17.381059215063303,C
0,3,male,28.39361284063144,2,0,9.588422530545552,S
1,3,female,3.188267984098214,0,0,16.522642640034324,S
0,3,male,40.28251744072518,0,1,16.042209256216356,S
1,2,female,55.92926086020017,0,1,4.96680840758588,C
0,1,male,50.36726968031943,0,0,96.99489238239575,Q
0,3,male,6.1217749149155125,2,1,21.101363528765408,S
0,1,male,40.2103927375649,1,1,0.0,Q
0,3,female,50.320542073891566,0,1,8.274333483787613,Q
0,3,male,23.07625527928937,1,1,8.71074940854256,S
1,1,male,31.170987744425716,0,2,111.80228243145513,C
1,2,female,0.5855507633322787,0,0,10.954994088804824,S
1,2,female,33.5676744356613,0,1,17.66783587968169,S
0,3,male,14.278383923196596,0,0,7.0108366259332815,S
0,3,male,32.59470775971696,1,1,26.554077104866423,Q
0,2,male,7.062557628261235,0,0,50.36514859662395,C
0,3,male,37.57144425492514,1,0,12.118573148619033,S
1,1,male,44.555433793687,1,0,117.67897060541478,S
1,1,male,18.34389200513007,0,1,136.71811895790583,S
0,2,male,28.39361284063144,1,0,0.7427627000415811,C
1,3,female,0.4,0,1,21.389459041234467,Q
0,2,male,25.837003755909933,0,1,38.10061080290599,S
0,3,male,21.266887952916726,0,0,14.735891110194768,S
1,1,male,7.210218520953205,0,0,74.19067110190036,S
0,3,male,36.26877196652649,0,1,5.850306933339791,S
0,3,male,23.175429462962587,1,2,26.899055267616703,S
0,3,male,14.10182859964413,0,1,21.6480427172659,S
0,3,male,21.658700118213517,0,1,7.066957727995757,S
1,1,female,45.233915814479424,1,1,89.4403513319711,S
1,2,female,38.44258568445072,0,0,34.67749810600198,Q
0,1,male,27.814622108271898,0,1,209.8097500359231,S
0,3,male,38.67702276774036,1,0,15.776513766213023,S
0,1,male,12.866776632392284,0,1,101.3438109782618,C
1,3,female,30.16936646054194,1,0,4.474633337043144,Q
0,3,male,31.836173792053824,0,0,0.0,S
0,3,male,22.88737062676846,0,0,0.0,S
0,2,male,36.01414587138256,0,0,19.297619735148405,S
0,3,male,18.383714907655456,0,2,13.149050295750843,S
1,1,male,28.39361284063144,0,1,79.80905837041078,S
0,2,male,37.70195218720373,0,1,24.354171018037306,S
1,1,female,0.4,0,0,110.60357664846825,S
0,3,female,46.959432700896706,0,2,19.7688531059865,S
0,2,male,0.4,1,1,17.522075088405533,S
0,3,male,20.767289129436183,0,0,6.128823647928941,S
0,3,female,44.56754649673745,0,0,15.14117571138614,S
0,3,male,25.09934248383961,0,0,1.3732548798167752,S
1,2,male,8.44030325419164,0,0,26.310748327979354,C
0,1,male,28.39361284063144,0,0,0.0,S
1,3,female,44.590133321648985,0,0,23.18232526533449,S
0,3,male,1.8381843070447452,1,0,10.615442537580853,S
0,3,male,28.39361284063144,0,1,24.62533516309917,S
0,3,male,28.901019563886805,0,1,2.773768114116846,Q
0,3,male,12.410267708584712,1,0,7.222302992711796,C
0,1,male,21.244831451610978,1,1,180.67715566744522,S
0,3,male,14.950247054026201,0,0,25.70497093426755,S
0,2,male,42.26026541244866,0,0,37.63689888847488,S
1,2,female,40.32020324156115,0,0,25.964696250850317,S
1,3,female,4.772163558797324,1,0,32.37745630786756,S
1,3,male,28.39361284063144,1,0,11.103354501745695,Q
0,3,male,17.183807896007984,2,0,24.987676223629727,C
0,3,male,48.45589454266087,0,0,4.578190030406947,S
0,2,male,10.123562787166893,1,0,9.56412936674363,S
0,3,male,52.9613220179327,1,0,0.0,S
1,1,male,29.217226277004404,0,1,25.52682094145174,S
1,2,female,12.85195110748873,0,0,42.78422857729968,S
0,1,male,19.87952433186547,2,0,30.362002853605084,Q
0,1,male,28.39361284063144,2,0,110.73854205420109,C
1,3,female,11.218033170775161,0,0,23.064581208123634,S
1,3,female,31.074989466090447,1,0,8.98679807281722,S
0,1,male,11.89522451496827,0,0,104.44722023040748,S
0,2,male,28.39361284063144,1,2,36.05889561790407,C
1,2,female,24.19469117270149,3,0,46.85015791276017,S
0,2,male,3.558585151940701,0,0,17.378298290614,S
0,3,male,18.793667413020955,0,2,15.020906248880818,S
0,1,male,16.51800811525134,0,0,62.74399200057002,S
1,2,female,17.067366955625694,1,0,16.149892469408602,S
1,3,female,28.39361284063144,0,2,6.805961803130247,S
0,2,male,28.39361284063144,0,0,6.940716634177143,S
0,3,male,33.25787963043231,0,0,3.5876076368788627,C
0,3,male,3.942224703036729,0,1,14.72777569941549,S
0,1,male,28.39361284063144,1,0,29.788910706832574,S
1,1,female,32.82188813415192,0,0,120.88378707785314,C
0,3,male,28.39361284063144,2,0,9.79742102299765,S
0,3,male,28.39361284063144,1,0,19.55069720071345,S
1,2,male,12.260899504435063,0,1,11.750522787194738,S
1,1,female,28.39361284063144,0,1,128.41179787126217,S
0,3,male,21.2022512203544,0,0,20.15949937148074,C
0,2,male,28.39361284063144,3,0,30.589363793170115,S
1,2,male,20.412893958096323,0,0,25.528637168892732,S
1,1,female,28.39361284063144,1,0,29.776876375409984,S
0,3,male,26.27611366921921,0,0,20.721549782007074,S
1,1,female,19.051377517826133,0,0,70.00244206263618,S
0,3,male,36.733861093208134,0,0,18.602246732062888,C
0,3,male,33.156631435142664,0,0,3.832404251614726,C
0,3,male,28.39361284063144,0,0,8.101130593022003,C
0,1,male,23.458354164801605,0,2,127.10678720687895,S
0,3,male,41.249888442539955,0,1,11.4673839034119,S
1,2,female,26.28040346469437,0,1,0.0,C
1,3,female,25.25288932652391,0,0,25.525825789013922,S
0,2,male,28.39361284063144,0,0,26.90031036777473,S
1,3,male,54.300506903077334,1,1,9.525808558103229,C
1,1,male,10.264834983692541,1,0,56.88366595396698,S
0,3,male,40.86292494930264,0,0,14.427675653079593,S
0,2,male,2.249018162047477,1,1,20.85976346837181,C
0,1,male,32.85046079431505,0,0,43.16417417670319,S
0,3,male,52.5387010003266,0,0,10.035341179534912,S
1,2,female,36.78569360477595,0,0,37.352047394572274,S
0,3,male,32.17406363882699,4,0,7.938130523658664,Q
0,1,male,21.573482702355406,1,0,16.60681251295705,S
1,2,female,28.39361284063144,1,2,31.10326743733286,C
1,3,female,26.045089176651334,0,0,5.490567761884293,S
1,3,female,28.39361284063144,1,0,12.067869792418072,S
0,1,male,25.496803575614386,1,0,84.67986225478926,S
1,2,female,32.57652682908337,0,0,1.6578915705929091,S
0,3,male,18.575352506305713,1,0,16.702949467078305,S
0,1,male,18.008913600072077,0,0,61.59813302248335,S
0,3,male,9.976470154913471,0,0,11.549324284066348,S
1,3,female,35.365512878288996,0,0,14.489383927081116,S
0,2,male,28.39361284063144,0,1,5.182864423855275,C
1,3,female,33.059076441429504,0,0,15.638807690760402,C
0,3,male,43.694972144565654,3,1,8.011736545432157,S
0,3,male,30.974080737670548,0,0,8.448282756502467,S
0,1,male,35.38415859180347,1,0,119.21663022161549,S
0,2,male,28.39361284063144,0,0,16.59319270114812,S
0,3,male,28.372669718435986,1,0,9.611506600533833,S
1,1,female,22.003083492120112,1,0,75.17928502301052,S
1,2,female,61.80521292898271,0,0,40.044756346650345,S
1,3,female,23.146710792124125,0,0,6.695337410910483,S
1,1,female,20.044773188753673,0,0,95.93290029879884,Q
0,3,male,28.39361284063144,0,0,5.43884812969395,S
1,3,female,33.35188902177757,1,0,30.29198014808891,S
1,3,female,9.330522559650252,0,0,14.188618467249517,S
0,2,male,28.39361284063144,1,1,0.0,S
1,3,female,28.334178657412917,1,0,9.167692920345392,S
0,1,male,13.591499119372052,1,0,93.15468641715253,S
0,3,male,46.937369658131175,0,0,1.847465356972661,S
1,2,male,38.772295788144234,0,1,34.50551151829064,S
0,2,male,11.364141116755246,1,0,5.12831640234479,S
0,2,male,55.469151183737,0,2,38.389940660786124,S
0,3,male,28.39361284063144,0,0,0.0,C
0,3,male,29.55215632343683,1,0,2.7199679155647445,Q
0,3,female,52.7581726815158,0,0,28.639264045143335,C
0,3,male,28.39361284063144,4,0,22.303977491075422,S
0,2,male,29.292795410991534,1,0,42.538514396399336,S
1,2,female,20.125648317681158,0,1,25.76870839887694,S
1,3,female,38.13683136995264,0,0,20.729874241644772,C
0,3,female,36.61074302619771,1,0,9.47131314620865,Q
1,3,female,29.912862028400813,1,0,3.627490537343773,C
0,3,male,18.245197868919757,0,0,25.467446054496968,S
0,2,male,31.58398288540807,0,1,40.87248861940935,S
1,3,female,28.687917606449,0,0,38.94022816381907,C
1,3,female,10.364622378354085,0,0,10.349020239892457,S
0,3,male,8.358720905799306,0,0,33.7289585478048,S
1,2,female,37.89472399274166,1,0,19.72745403885006,S
1,3,female,0.4,0,1,27.360485972587004,S
0,2,male,32.67845264093827,0,0,45.102076842156805,S
1,2,female,22.767795662569544,0,1,43.706937791373235,S
0,2,male,48.6695757997587,0,1,20.88553870307348,C
0,3,male,22.544710967268802,1,0,3.670207743014691,Q
1,3,female,39.26252110665249,0,1,1.700555117417764,C
1,1,female,23.94474930205202,0,0,10.119355133938853,S
0,3,male,31.34934822554908,0,0,12.033716297509784,S
1,3,female,40.38412969834074,0,0,14.523663231901363,S
0,3,male,22.992942113293587,1,0,19.5623913497328,C
0,3,male,28.39361284063144,1,0,0.0,S
1,1,male,15.291380781955993,0,1,41.47426857364178,Q
1,3,female,33.9715962170965,0,0,10.509058366600824,S
0,2,male,28.39361284063144,0,0,24.715936638954503,S
0,3,male,39.27054363095986,1,0,20.20712839228547,C
1,1,female,28.39361284063144,2,0,77.16169485331044,S
0,2,female,28.39361284063144,0,0,39.04365349235385,Q
0,3,male,15.282140926820768,0,0,14.571276134535609,S
0,1,male,39.27641721495233,1,0,0.0,S
0,3,male,36.91988254690599,1,0,3.657391408598828,C
0,3,male,28.39361284063144,0,0,15.474906544329386,S
1,3,female,28.39361284063144,1,2,10.38981565273708,C
0,1,male,40.81957575327138,1,2,106.28820502185371,C
1,3,female,11.941780724067161,3,1,20.71484895009284,S
1,1,female,28.39361284063144,1,1,37.482496290075815,C
1,3,female,71.13285713552804,1,0,9.936207852629309,Q
0,2,male,35.01354162528748,0,0,24.488387018034516,S
1,2,female,38.155067967037276,0,1,23.292111570812253,C
0,3,male,22.553533351014387,0,0,13.590838382266076,S
0,3,male,3.4519068442411616,0,0,14.790998205458216,S
1,3,female,28.39361284063144,1,0,9.59363845613603,S
1,2,female,13.853019004068134,1,1,20.331961745613974,C
0,3,male,8.718433641982273,1,0,27.493180484506716,S
0,3,male,54.674219158936914,0,0,20.478608174865066,S
1,3,female,33.656506511373706,2,0,20.868669613348562,S
0,2,male,28.39361284063144,0,0,17.98402825120359,S
0,3,male,25.219175704654383,0,1,0.19757356688836758,C
0,2,male,27.193369304570172,1,0,16.218806598660393,Q
0,2,male,43.68598489247033,1,0,45.13451359373407,S
0,3,male,29.231111778919374,1,0,6.741359575067745,S
0,2,female,37.395062101358626,0,0,13.155789123425905,Q
1,3,female,28.39361284063144,4,0,0.0,S
0,2,male,24.738783084385314,0,1,20.603613300868265,S
1,2,female,28.39361284063144,0,1,10.248623927637885,Q
0,3,male,1.0226385956766428,0,0,13.305736331811156,C
0,3,male,25.907352434537174,0,0,6.069462238694245,S
0,3,male,30.519202033901873,1,0,14.78925212683226,S
0,2,male,11.051114467722531,0,0,5.674250581567799,Q
1,1,female,29.200114456997824,0,0,118.80615227933845,S
1,3,female,30.47941216336228,0,1,12.383742359751627,S
0,2,male,0.4,0,0,0.0,C
0,3,male,16.430692437547233,1,1,16.032137622946927,S
0,1,male,35.605326459164296,1,0,72.11052771729189,S
0,3,male,35.312351576238285,0,0,13.093418242628246,S
0,2,male,12.97171371220347,1,0,52.217131612729595,S
1,2,male,31.997496732246155,0,2,38.515532752370504,S
0,3,male,44.524904767726845,0,0,6.5486918276931085,S
0,3,male,40.967557905368025,1,1,17.819630334848082,S
0,2,male,28.318356088297946,0,0,31.61418766484437,C
0,3,male,22.91434345679776,0,1,14.147018252794371,S
1,3,female,20.574504977149687,1,0,19.72415582563194,S
1,1,female,36.48338685219003,0,0,62.50759818266734,S
1,1,male,28.39361284063144,1,0,78.10338570762698,S
0,1,male,38.8263580884819,1,1,78.35073293288058,C
0,2,male,31.612170290256703,0,0,26.571783805880344,S
0,1,male,41.5720772800379,1,0,109.99757007312373,S
0,3,male,31.071591727886652,0,0,0.0,C
1,3,female,28.39361284063144,0,0,4.888974549289511,S
0,3,female,28.39361284063144,0,0,42.0446249273608,S
0,3,male,28.39361284063144,1,0,11.269027160440253,C
1,3,female,52.080646412211024,0,1,8.17449856651834,C
1,3,male,28.39361284063144,0,1,0.0,C
0,2,male,4.8399545153062355,1,0,26.801926612700935,Q
0,3,male,28.39361284063144,0,0,22.09784760278219,S
0,3,male,40.89217723936251,1,1,4.883376238312469,C
1,3,female,25.644685948573052,0,0,9.292760777484933,S
0,2,male,22.275109419872656,0,0,36.006641386557206,S
0,3,female,50.01278697453802,1,0,0.0,Q
1,3,female,14.514336377434747,0,0,0.7842878780045446,S
